Phone_ID,Brand,RAM_GB,Storage_GB,Screen_Size,Price_USD,Battery_mAh,OS,Rating,Quantity_Sold,Sales_Revenue,Profit,Location,month,year
294,Xiaomi,16,64,6.28,1294,5727,Android,3.4,277,358438,89609.5,Lucknow,January,2024
295,Samsung,12,64,6.92,767,4201,Android,3.1,119,91273,22818.25,Chennai,August,2021
296,OnePlus,4,1024,7.34,1118,4836,Android,3.3,279,311922,77980.5,Surat,October,2021
297,Huawei,6,256,7.27,435,4894,iOS,3.9,70,30450,7612.5,Nagpur,June,2024
298,OnePlus,4,128,7.05,,,Android,4,157,186202,46550.5,Patna,September,2024
299,Huawei,6,256,7.22,1385,5237,iOS,3.8,413,572005,143001.25,Jaipur,January,2021
300,Xiaomi,6,1024,5.5,1414,4663,Android,3.9,290,410060,102515,Kolkata,June,2023
301,Huawei,4,128,5.71,1232,5389,Android,3.9,300,369600,92400,Delhi,June,2022
302,Samsung,16,256,5.72,259,4582,iOS,4.5,184,47656,11914,Thiruvananthapuram,January,2024
303,Xiaomi,6,128,5.94,1092,3971,iOS,3.2,139,151788,37947,Pune,March,2020
304,Samsung,4,64,5.98,424,3661,Android,4.5,128,54272,13568,Hyderabad,December,2022
305,Google,6,256,6.36,899,5290,Android,4.4,489,439611,109902.75,Indore,March,2020
306,Apple,8,128,5.4,781,4810,iOS,4.5,226,176506,44126.5,Surat,January,2023
307,Huawei,16,128,6.73,1193,3414,Android,4.5,347,413971,103492.75,Bhopal,August,2021
308,Apple,12,128,5.42,368,5754,Android,3.9,456,167808,,Indore,October,2023
309,Apple,6,256,5.78,1285,3342,Android,3.4,357,458745,114686.25,Indore,December,2020
310,Huawei,8,512,6.26,213,5729,Android,4.1,151,32163,8040.75,Patna,March,2022
311,Xiaomi,12,256,6.99,363,5700,Android,4.9,410,148830,37207.5,Nagpur,October,2024
312,Google,12,1024,6.85,956,3145,Android,4.2,384,367104,91776,Vijayawada,November,2023
313,Samsung,6,256,6.61,1251,,Android,3,161,201411,50352.75,Coimbatore,September,2021
314,OnePlus,4,128,5.39,645,5169,Android,3.1,230,148350,37087.5,Vijayawada,November,2023
315,Samsung,6,64,6.37,1431,4275,Android,5,153,218943,54735.75,Thiruvananthapuram,April,2024
316,OnePlus,8,256,5.22,915,4878,Android,3.1,65,59475,14868.75,Patna,March,2023
317,Samsung,12,256,5.94,1175,5358,iOS,3.1,145,170375,42593.75,Mysore,August,2023
318,Huawei,6,128,6.03,1018,3600,Android,3.7,342,348156,87039,Patna,April,2021
319,Google,4,64,5.1,303,3474,iOS,4.9,195,59085,14771.25,Hyderabad,July,2022
320,OnePlus,6,64,5.68,941,5617,iOS,3.6,453,,,Jaipur,May,2023
321,Xiaomi,16,1024,7.39,625,4515,Android,3.8,351,219375,54843.75,Ahmedabad,April,2023
322,Samsung,4,256,7.38,1324,3574,Android,4.3,51,67524,16881,Lucknow,October,2020
323,Samsung,8,64,5.88,838,3346,iOS,3,168,140784,,Patna,October,2020
324,OnePlus,12,64,5.11,1049,5867,Android,4.8,392,,102802,Jaipur,March,2020
325,Xiaomi,6,512,5.45,1329,4510,iOS,4,143,190047,47511.75,Delhi,December,2021
326,Xiaomi,4,512,5.98,968,3381,Android,3.9,240,232320,58080,Lucknow,April,2021
327,Huawei,16,64,7.37,476,4303,Android,4.7,52,24752,6188,Ahmedabad,February,2021
328,Huawei,4,1024,5.35,1288,3071,Android,4.9,479,616952,154238,Nagpur,February,2024
329,Huawei,16,64,6.91,1099,5568,iOS,3.8,160,175840,43960,Delhi,June,2022
330,Huawei,8,128,5.27,387,5980,Android,3.3,226,87462,21865.5,Pune,October,2020
331,Huawei,12,256,7.45,,4117,Android,4.6,306,416466,104116.5,Bhopal,July,2020
332,Huawei,8,1024,5.95,304,4396,Android,3.8,410,124640,31160,Kolkata,July,2024
333,Google,6,128,6.94,745,5386,Android,4.9,71,52895,13223.75,Indore,July,2021
334,Xiaomi,4,1024,5.86,579,4359,Android,4.9,447,258813,64703.25,Pune,January,2023
335,Huawei,16,128,6.57,309,3663,Android,3.2,269,83121,20780.25,Nagpur,June,2024
336,Xiaomi,16,256,5.48,744,4515,Android,4.9,222,165168,41292,Patna,November,2023
337,Xiaomi,4,256,5.37,553,4891,iOS,3.7,273,150969,37742.25,Nagpur,October,2021
338,Apple,4,512,7.35,942,3039,Android,4.3,439,413538,,Thiruvananthapuram,August,2023
339,Google,6,128,7.29,516,4382,Android,3.1,114,58824,14706,Jaipur,March,2020
340,Huawei,8,512,7.22,1489,5030,Android,4.8,326,485414,121353.5,Indore,February,2020
341,Samsung,16,128,6.56,1288,5621,Android,4.3,298,383824,95956,Chennai,May,2020
342,OnePlus,6,512,7.02,532,4277,Android,4.3,309,164388,41097,Coimbatore,April,2021
343,Samsung,8,256,5.17,1356,3965,Android,4.8,180,244080,61020,Nagpur,September,2020
344,Google,6,1024,5.84,791,5628,Android,4,162,128142,32035.5,Chandigarh,July,2021
345,OnePlus,16,512,5.78,982,4900,Android,3.8,335,328970,82242.5,Bangalore,December,2023
346,Google,4,128,6.59,739,5217,Android,4.7,336,248304,62076,Nagpur,May,2020
347,Xiaomi,4,128,5.89,934,3700,Android,4.5,467,436178,109044.5,Patna,June,2024
348,OnePlus,8,256,5.37,820,3510,Android,4.9,260,213200,53300,Indore,June,2022
349,Xiaomi,12,128,6.49,818,4283,Android,4.9,69,56442,14110.5,Patna,August,2021
350,Samsung,8,64,7.04,1108,3583,Android,3.8,264,292512,73128,Mysore,December,2022
351,Samsung,12,1024,5.96,1191,3983,Android,3.9,359,427569,106892.25,Chennai,October,2021
352,OnePlus,6,512,5.33,298,3458,iOS,3.5,300,89400,22350,Jaipur,May,2022
353,OnePlus,6,1024,5.49,516,5576,Android,4.3,431,222396,,Coimbatore,June,2020
354,Huawei,16,256,5.59,322,4905,Android,3.7,458,147476,36869,Bhopal,July,2023
355,Google,12,512,5.75,998,5388,Android,4.6,320,319360,79840,Coimbatore,May,2020
356,Huawei,16,512,6.61,656,5104,iOS,3.2,471,308976,77244,Chandigarh,September,2022
357,Google,4,64,6.5,,5265,Android,3.2,456,328776,82194,Kolkata,June,2023
358,Huawei,12,256,6.74,719,5666,Android,3.4,229,164651,41162.75,Lucknow,March,2022
359,Xiaomi,8,128,5.91,1116,3815,Android,3.2,243,271188,67797,Indore,November,2023
360,OnePlus,4,64,7.06,916,5778,Android,4.2,490,448840,112210,Surat,April,2020
361,Samsung,4,64,5.51,514,5511,iOS,3.3,362,186068,46517,Chandigarh,October,2023
362,Google,8,1024,6.17,908,3246,Android,3.3,128,116224,29056,Coimbatore,September,2021
363,Google,4,1024,7,909,3729,Android,3,229,208161,52040.25,Delhi,June,2023
364,Samsung,12,1024,5.45,1243,5420,Android,4.6,212,263516,65879,Ahmedabad,September,2024
365,Huawei,16,64,5.27,759,3416,Android,4.6,251,190509,47627.25,Pune,August,2022
366,Google,4,128,7.21,1168,4054,Android,3.3,63,73584,18396,Pune,September,2020
367,Xiaomi,12,512,5.86,1353,3367,Android,4.5,396,535788,133947,Chennai,December,2024
368,OnePlus,6,1024,6.71,1355,5606,Android,3.9,295,399725,99931.25,Kolkata,November,2024
369,Samsung,12,128,5.06,,3107,Android,3.5,63,34965,8741.25,Hyderabad,July,2023
370,OnePlus,16,256,6.73,1277,5631,Android,4.2,148,188996,47249,Ahmedabad,February,2021
371,Google,12,1024,5.79,1089,3838,iOS,3.4,82,89298,22324.5,Patna,May,2023
372,Google,8,512,5.14,992,3417,iOS,4.5,485,481120,120280,Vijayawada,February,2022
373,Samsung,16,256,6.52,464,,iOS,3.1,306,141984,35496,Indore,February,2022
374,Xiaomi,6,256,5.6,1181,3820,Android,4.9,83,98023,24505.75,Delhi,November,2024
375,Apple,8,512,5.97,1438,4421,Android,3.1,68,97784,24446,Patna,December,2020
376,Samsung,12,1024,5.2,1001,3682,Android,4.2,201,201201,50300.25,Jaipur,June,2024
377,Apple,16,64,5.37,242,3255,iOS,4.8,309,74778,18694.5,Jaipur,December,2020
378,Huawei,6,512,5.74,,5827,Android,3,213,225993,56498.25,Mysore,December,2024
379,Apple,8,512,5.22,1353,3837,Android,4,126,170478,42619.5,Bangalore,July,2022
380,Xiaomi,6,512,7.28,549,5962,Android,3.7,363,199287,49821.75,Surat,April,2020
381,Huawei,12,256,5.02,1329,5282,Android,4.2,465,617985,154496.25,Pune,November,2022
382,Apple,6,128,6.21,1111,3552,Android,3.5,186,206646,51661.5,Pune,August,2023
383,Huawei,4,64,5.31,200,3180,iOS,3.1,408,81600,20400,Patna,June,2023
384,Apple,8,1024,5.77,783,3156,Android,4.3,257,201231,50307.75,Mumbai,April,2021
385,Xiaomi,6,1024,7.32,631,4477,Android,3.8,291,183621,45905.25,Patna,January,2020
386,Apple,12,128,5.4,252,3570,iOS,4.2,116,29232,7308,Nagpur,October,2021
387,Apple,12,512,7.41,1139,3856,Android,3.4,165,187935,46983.75,Kolkata,January,2022
388,Apple,6,64,5.51,719,4784,Android,3.7,453,325707,,Chandigarh,September,2020
389,Samsung,12,1024,6.85,1337,4727,Android,4.1,251,335587,83896.75,Mysore,March,2022
390,Samsung,16,1024,6.37,346,4047,Android,4.2,425,147050,36762.5,Chennai,March,2022
391,Samsung,16,512,7.21,1389,4496,Android,3.7,299,415311,103827.75,Pune,May,2022
392,Xiaomi,16,128,6.38,1362,4423,Android,3.6,495,674190,168547.5,Chennai,January,2022
393,Huawei,4,64,6.34,828,5995,Android,3.5,491,406548,101637,Coimbatore,July,2024
394,Google,6,128,5.49,498,3591,Android,3.3,327,162846,40711.5,Indore,November,2022
395,Apple,4,128,5.42,1499,5181,Android,3.7,161,241339,60334.75,Nagpur,April,2023
396,Apple,12,64,7.29,988,3420,Android,3.4,380,375440,93860,Kolkata,July,2021
397,Xiaomi,4,64,5.82,1049,5260,Android,4.3,283,296867,74216.75,Chandigarh,August,2022
398,Apple,12,1024,5.93,377,5947,Android,4.1,225,84825,21206.25,Coimbatore,February,2024
399,Samsung,12,1024,6.9,1041,5529,Android,3.8,441,459081,114770.25,Bangalore,January,2022
400,Google,8,64,5.85,1377,3347,Android,3.7,192,264384,66096,Jaipur,June,2024
401,OnePlus,16,256,7.38,1424,3165,Android,3.5,81,115344,28836,Delhi,February,2020
402,Apple,12,1024,6.84,1077,3936,Android,4.1,230,247710,61927.5,Ahmedabad,August,2024
403,Samsung,8,256,6.49,1338,3347,Android,4.8,116,155208,38802,Patna,November,2020
404,OnePlus,16,64,7.2,958,5896,Android,4.4,53,50774,12693.5,Thiruvananthapuram,September,2022
405,Google,12,1024,5.12,1291,3397,Android,4.5,335,432485,,Kolkata,October,2023
406,OnePlus,12,128,5.64,644,3582,Android,4.7,318,204792,51198,Ahmedabad,March,2021
407,Samsung,4,64,6.16,,5773,iOS,3.7,285,258495,64623.75,Mysore,January,2021
408,Huawei,4,512,5.57,801,4600,Android,3.1,326,,65281.5,Thiruvananthapuram,October,2021
409,Huawei,16,256,6.86,344,3307,Android,4.2,90,30960,7740,Pune,February,2024
410,OnePlus,12,64,7.3,474,5845,iOS,3.4,170,80580,20145,Surat,April,2021
411,Xiaomi,6,64,6.06,708,5766,Android,4.1,324,229392,57348,Surat,November,2022
412,OnePlus,4,1024,5.86,1402,5513,Android,4.5,280,392560,98140,Vijayawada,November,2024
413,Apple,16,1024,7.4,952,3098,Android,4.6,353,336056,84014,Vijayawada,September,2024
414,Apple,12,1024,6.11,676,4265,Android,3.6,135,91260,22815,Surat,October,2021
415,Huawei,12,512,6.22,1376,3157,iOS,4,112,154112,,Hyderabad,November,2020
416,Xiaomi,6,1024,5.88,1327,5657,Android,4.2,453,601131,150282.75,Indore,February,2023
417,Samsung,16,64,7.27,1298,3553,iOS,4.6,241,312818,78204.5,Pune,September,2021
418,Apple,12,1024,6.42,1351,3650,Android,4.5,342,,115510.5,Hyderabad,June,2022
419,Huawei,4,128,6.91,865,5967,Android,5,80,69200,17300,Bangalore,January,2022
420,Google,6,1024,7.03,767,5274,Android,3,379,290693,72673.25,Thiruvananthapuram,May,2024
421,Huawei,16,512,5.85,730,5470,Android,3.9,195,142350,35587.5,Kolkata,April,2024
422,Apple,6,128,6.08,358,5290,Android,3.5,156,55848,13962,Hyderabad,August,2021
423,Apple,4,64,7.12,880,5577,Android,3.2,408,359040,89760,Kolkata,May,2022
424,Huawei,16,64,5.91,222,4068,Android,4.8,159,35298,8824.5,Thiruvananthapuram,January,2022
425,Samsung,6,256,6.98,1270,4495,Android,5,325,412750,103187.5,Jaipur,January,2024
426,OnePlus,8,128,7.35,724,5418,Android,3.4,259,187516,46879,Chennai,August,2023
427,Apple,4,256,6.56,928,4878,Android,3.1,188,174464,43616,Mumbai,December,2022
428,Huawei,4,128,6.85,343,5699,Android,3.6,135,46305,11576.25,Nagpur,May,2020
429,Huawei,4,128,7.01,867,5736,Android,4.7,93,80631,20157.75,Nagpur,July,2021
430,Xiaomi,8,512,7.11,880,3733,iOS,3.6,131,115280,28820,Indore,November,2020
431,OnePlus,8,256,5.99,1172,4950,iOS,3.1,113,132436,33109,Mysore,December,2023
432,Google,12,512,5.13,998,3091,Android,3.1,427,426146,106536.5,Kolkata,April,2023
433,Samsung,6,128,6,284,5219,Android,3.9,467,132628,33157,Vijayawada,December,2024
434,Google,12,64,6.68,615,4627,Android,4.9,392,241080,60270,Patna,September,2023
435,OnePlus,6,128,6.13,893,4215,iOS,3.6,370,330410,82602.5,Nagpur,July,2023
436,OnePlus,8,512,6.87,681,4100,Android,3.9,104,70824,17706,Coimbatore,July,2022
437,OnePlus,8,256,5.89,655,4304,Android,3.2,123,80565,20141.25,Thiruvananthapuram,July,2024
438,Google,12,256,6.59,,4387,iOS,4,422,432972,108243,Pune,October,2024
439,OnePlus,16,512,5.47,496,3178,Android,4.4,178,88288,,Ahmedabad,March,2020
440,Huawei,12,256,6.87,1335,5285,Android,3.5,305,407175,101793.75,Coimbatore,September,2023
441,Google,6,1024,6.36,1453,5924,Android,3.6,471,684363,171090.75,Patna,February,2020
442,OnePlus,12,64,5.51,1319,5949,Android,4.7,280,369320,92330,Indore,May,2024
443,Huawei,4,64,5.73,1149,3279,Android,3,186,213714,53428.5,Chandigarh,November,2024
444,Xiaomi,6,64,6.87,879,4042,Android,4.3,400,351600,87900,Coimbatore,December,2024
445,OnePlus,6,256,6.21,577,4618,Android,3.8,450,259650,64912.5,Surat,August,2020
446,Google,16,256,5.54,1379,5787,Android,3.6,404,557116,139279,Jaipur,March,2020
447,Apple,8,128,7.42,620,3370,Android,4.3,161,99820,24955,Mysore,April,2021
448,OnePlus,6,128,6.79,304,4800,Android,4.7,357,108528,27132,Patna,June,2024
449,Apple,8,64,7.39,529,5917,Android,4.1,195,103155,25788.75,Indore,December,2021
450,Huawei,12,1024,6.07,638,4703,iOS,3.1,496,316448,79112,Lucknow,August,2021
451,Xiaomi,4,128,6.19,1355,5268,Android,3.9,82,111110,27777.5,Coimbatore,June,2024
452,Samsung,16,128,7.24,581,5967,Android,3.9,309,,44882.25,Pune,May,2023
453,Xiaomi,8,256,6.31,337,3303,Android,4.1,136,45832,11458,Indore,July,2020
454,OnePlus,6,1024,6.77,1142,4348,Android,4.3,380,433960,108490,Lucknow,July,2021
455,Apple,8,64,5.63,1042,4460,Android,3,485,505370,126342.5,Mumbai,March,2020
456,Apple,6,128,6.12,469,5485,Android,4,314,147266,36816.5,Pune,July,2024
457,Google,8,1024,5.31,595,4193,Android,4.2,369,219555,54888.75,Mysore,May,2022
458,Apple,6,1024,5.51,1112,5422,Android,3.7,79,87848,21962,Lucknow,August,2024
459,Google,12,64,5,,5428,Android,4.3,441,292383,73095.75,Coimbatore,June,2022
460,Huawei,6,1024,5.1,649,5061,Android,3.5,281,182369,45592.25,Delhi,October,2021
461,Samsung,6,1024,7.44,1476,5790,Android,3.6,438,646488,161622,Indore,January,2024
462,OnePlus,4,1024,5.61,1497,3668,iOS,4.9,125,187125,46781.25,Chennai,December,2022
463,Google,6,128,6.66,219,3499,Android,3.7,496,108624,27156,Nagpur,April,2021
464,Samsung,4,64,7.1,438,4414,Android,3.7,178,77964,19491,Hyderabad,September,2021
465,Apple,16,1024,6.38,1493,4572,Android,4.2,320,477760,119440,Mysore,September,2024
466,Apple,4,1024,5.38,617,5612,Android,4.9,138,85146,21286.5,Hyderabad,August,2020
467,Samsung,12,128,6.82,1254,3529,Android,5,471,590634,147658.5,Chandigarh,August,2021
468,Apple,4,64,6.5,1327,5006,Android,4.2,219,290613,72653.25,Thiruvananthapuram,May,2022
469,Huawei,16,256,6.83,385,5539,iOS,3,177,68145,17036.25,Indore,November,2020
470,Huawei,12,128,6.92,1351,4219,Android,4.8,223,301273,75318.25,Ahmedabad,November,2022
471,Samsung,8,64,7.44,1433,3754,iOS,4.1,486,696438,174109.5,Mysore,December,2024
472,Google,8,1024,6.43,452,5347,Android,3.7,75,33900,8475,Hyderabad,December,2024
473,Google,4,64,5.85,218,3814,iOS,4.7,110,,5995,Jaipur,October,2022
474,Samsung,4,64,6.62,911,5594,Android,3.8,428,389908,97477,Vijayawada,June,2021
475,Google,16,64,5.17,1359,3726,Android,3.1,116,157644,39411,Delhi,January,2020
476,Google,16,256,7.24,422,3730,Android,4.6,487,205514,51378.5,Bangalore,May,2020
477,Huawei,6,64,5.3,202,3827,Android,4.1,455,91910,22977.5,Mumbai,October,2024
478,Google,16,256,5.82,1459,5649,Android,3.7,75,109425,27356.25,Chennai,September,2022
479,Xiaomi,6,1024,7.04,1053,4331,Android,3.5,132,138996,34749,Vijayawada,March,2023
480,OnePlus,12,256,6.49,427,5046,iOS,4.2,413,176351,44087.75,Hyderabad,April,2022
481,Apple,4,1024,5.98,1112,5815,Android,3.4,416,462592,115648,Hyderabad,November,2023
482,Xiaomi,12,1024,6.18,698,3874,Android,3.6,109,76082,19020.5,Patna,August,2023
483,Google,16,256,7.14,720,5984,Android,4.3,88,63360,15840,Surat,April,2024
484,Huawei,12,128,5.85,901,5178,Android,4.8,172,154972,38743,Delhi,October,2021
485,Samsung,12,512,7.17,1116,5003,Android,4.1,341,380556,95139,Bangalore,July,2024
486,Google,12,64,5.22,1362,4677,Android,4.5,326,444012,111003,Lucknow,February,2024
487,Huawei,16,512,6.94,1499,3607,Android,4.5,474,710526,177631.5,Chandigarh,February,2024
488,OnePlus,12,64,7.12,490,5073,Android,4.3,423,207270,51817.5,Ahmedabad,August,2024
489,Google,6,64,5.45,1276,4477,Android,3.5,353,450428,112607,Patna,May,2022
490,Samsung,16,1024,6.08,1333,3634,Android,4.7,331,441223,110305.75,Surat,April,2024
491,Huawei,12,64,5.41,914,4209,Android,3.9,240,219360,54840,Bhopal,October,2024
492,Huawei,16,64,6.77,1147,3483,iOS,3.1,341,391127,97781.75,Coimbatore,June,2022
493,Huawei,8,256,6.34,847,5727,Android,3.5,201,170247,42561.75,Indore,January,2020
494,OnePlus,6,512,6.59,1227,4074,Android,4.5,433,531291,132822.75,Nagpur,August,2023
495,Google,12,256,5.49,883,4914,Android,3.1,282,,62251.5,Kolkata,November,2023
496,OnePlus,8,64,5.53,1069,5052,Android,3.3,454,485326,121331.5,Kolkata,July,2024
497,Apple,8,1024,5.1,1270,3588,Android,4.4,195,247650,61912.5,Ahmedabad,April,2021
498,Apple,16,256,5.81,293,5255,Android,4.8,320,93760,23440,Kolkata,November,2022
499,Google,8,256,6.4,1139,5304,iOS,4.3,384,437376,109344,Hyderabad,January,2021
500,OnePlus,6,128,7.14,759,4228,Android,3.4,183,138897,34724.25,Bhopal,January,2023
501,Samsung,6,64,6.67,412,4973,Android,3.1,220,,22660,Vijayawada,November,2024
502,Huawei,4,1024,6.09,635,5058,iOS,4.2,464,294640,73660,Delhi,April,2020
503,Huawei,6,256,7.38,1051,3948,Android,3.1,77,80927,20231.75,Mumbai,February,2023
504,Google,8,256,6.8,707,5055,Android,4.2,185,130795,32698.75,Delhi,October,2020
505,Apple,6,1024,7.33,1035,5983,Android,3.5,462,478170,119542.5,Lucknow,July,2022
506,Apple,16,64,6.32,850,5079,Android,4.8,454,385900,96475,Indore,November,2020
507,Huawei,4,128,5.65,404,5007,iOS,4,425,171700,42925,Jaipur,July,2021
508,Google,8,256,5.13,580,5587,Android,3.4,290,168200,42050,Ahmedabad,May,2022
509,OnePlus,4,128,6.82,1296,4741,Android,4.7,393,509328,127332,Kolkata,February,2023
510,Apple,8,512,5.3,,3386,Android,3.5,491,637809,159452.25,Lucknow,January,2021
511,OnePlus,16,64,5.76,276,4251,Android,3.6,493,136068,34017,Jaipur,October,2021
512,Apple,4,512,6.33,1015,5687,Android,4.7,483,490245,122561.25,Vijayawada,February,2024
513,Apple,12,512,6.41,967,4790,Android,3.6,277,267859,66964.75,Vijayawada,March,2024
514,Xiaomi,8,512,6.5,609,4498,Android,3.8,336,204624,51156,Jaipur,September,2020
515,Apple,12,64,5.42,305,3206,Android,3.7,352,107360,26840,Chennai,June,2024
516,Samsung,4,64,5.95,750,4818,Android,3.2,83,62250,15562.5,Lucknow,March,2020
517,Google,12,1024,6.54,1025,4780,Android,3.1,51,52275,13068.75,Chandigarh,August,2022
518,Google,12,128,7.42,1498,5604,iOS,4.4,411,615678,153919.5,Nagpur,October,2020
519,OnePlus,4,128,6.82,287,5395,Android,4.3,244,70028,17507,Pune,May,2023
520,Apple,16,1024,7.31,1080,3792,Android,3.6,143,154440,38610,Jaipur,December,2023
521,Samsung,12,1024,6.91,1300,5281,Android,3.6,377,490100,122525,Kolkata,January,2023
522,OnePlus,12,512,6.48,1300,4724,Android,4.9,357,,116025,Hyderabad,March,2024
523,Xiaomi,16,1024,5.48,739,4005,iOS,5,184,135976,33994,Surat,August,2023
524,OnePlus,12,256,6.67,444,5784,Android,3.9,253,,28083,Hyderabad,September,2024
525,OnePlus,12,128,6.56,777,3941,Android,4.6,299,232323,58080.75,Coimbatore,May,2020
526,Apple,12,1024,6.51,1181,4165,Android,4.5,196,231476,57869,Indore,November,2024
527,Xiaomi,6,256,6.22,916,5223,Android,3.6,395,361820,90455,Hyderabad,November,2021
528,OnePlus,16,256,6.32,341,4677,Android,3.1,397,135377,33844.25,Ahmedabad,July,2022
529,Samsung,12,256,5.84,1092,3448,Android,3.3,303,330876,82719,Vijayawada,March,2022
530,Samsung,16,256,6.3,1307,3591,Android,4.7,448,585536,146384,Vijayawada,August,2021
531,Google,8,512,5.49,1366,3081,Android,4.5,383,523178,,Hyderabad,October,2023
532,Xiaomi,8,256,7.01,551,5182,Android,4.3,225,123975,30993.75,Coimbatore,July,2023
533,Xiaomi,12,512,5.46,744,5903,Android,3.3,174,129456,32364,Indore,October,2020
534,Google,16,512,5.21,1112,4406,Android,4.3,300,333600,83400,Mysore,March,2021
535,OnePlus,16,256,6.09,351,4480,iOS,4.5,447,156897,39224.25,Mysore,February,2022
536,Xiaomi,16,128,6.65,1381,5487,Android,4.7,180,248580,62145,Nagpur,January,2021
537,Samsung,6,256,6.09,852,4079,Android,3,99,84348,21087,Ahmedabad,June,2020
538,Samsung,8,256,5.69,1157,5744,Android,4.4,142,164294,41073.5,Surat,October,2024
539,Apple,16,256,6.4,962,3418,Android,3,429,412698,103174.5,Kolkata,June,2020
540,Xiaomi,16,128,5.87,823,3087,Android,4.4,359,295457,73864.25,Ahmedabad,October,2020
541,OnePlus,6,64,7.33,855,5703,Android,4.3,439,375345,93836.25,Chennai,March,2024
542,Google,6,64,7.31,649,3214,Android,3.3,482,312818,78204.5,Mysore,September,2022
543,Google,16,512,6.26,920,4758,Android,4.5,456,419520,104880,Vijayawada,December,2023
544,OnePlus,4,512,5.82,1447,5599,Android,3.1,269,389243,97310.75,Indore,June,2021
545,Huawei,16,128,6.84,242,4520,Android,4.7,383,92686,23171.5,Ahmedabad,November,2021
546,Apple,16,1024,5.09,463,4717,Android,3.5,383,177329,44332.25,Delhi,March,2023
547,Google,6,64,6.19,1226,5550,Android,4.4,69,84594,21148.5,Kolkata,November,2024
548,Xiaomi,6,512,5.84,,5746,Android,4.8,254,378714,94678.5,Nagpur,August,2022
549,Apple,16,64,7.3,795,5292,Android,3.7,140,111300,27825,Kolkata,June,2022
550,Xiaomi,16,128,5.03,1239,4501,Android,4,493,610827,152706.75,Nagpur,May,2022
551,Samsung,16,128,6.38,1282,3308,Android,3.9,404,517928,129482,Coimbatore,October,2024
552,Apple,6,1024,6.85,1212,3230,Android,3.3,222,269064,67266,Patna,November,2023
553,Google,16,1024,6.21,376,3154,iOS,4.2,238,89488,22372,Pune,November,2021
554,Apple,16,128,5.21,262,4198,Android,4.5,361,94582,23645.5,Kolkata,March,2023
555,Apple,12,512,7.43,1157,5895,Android,4.8,51,59007,14751.75,Coimbatore,April,2020
556,Apple,4,64,6.3,1202,3114,Android,4.7,410,492820,123205,Surat,April,2024
557,Huawei,8,256,6.54,,4413,Android,4,478,363280,90820,Mysore,July,2020
558,Apple,4,1024,5.59,1469,3310,iOS,4.4,217,318773,79693.25,Chandigarh,June,2022
559,Xiaomi,12,256,6.21,1154,3992,Android,4.6,417,481218,120304.5,Mumbai,February,2021
560,Samsung,8,512,6.07,1049,5347,iOS,4,73,76577,,Patna,October,2020
561,OnePlus,16,1024,5.19,1478,4041,Android,3.2,462,682836,170709,Mumbai,December,2021
562,Apple,12,256,5.27,803,5831,Android,3.9,414,332442,83110.5,Mysore,July,2020
563,Google,16,512,7.09,805,3011,iOS,4.7,117,94185,23546.25,Coimbatore,July,2020
564,Apple,6,64,5.6,,4427,Android,4.2,419,431151,107787.75,Lucknow,December,2020
565,Google,12,512,5.49,1422,5279,Android,4.4,243,345546,86386.5,Coimbatore,December,2021
566,Xiaomi,6,1024,6.26,1494,5013,Android,3.4,133,198702,49675.5,Kolkata,April,2023
567,Google,12,128,6.92,945,3729,Android,4.9,487,,115053.75,Chennai,August,2024
568,OnePlus,12,64,5.15,757,4301,iOS,3.8,486,,91975.5,Thiruvananthapuram,April,2022
569,Samsung,6,256,6.44,263,4376,Android,4.3,256,67328,16832,Nagpur,April,2021
570,Google,8,1024,5.3,,5036,iOS,3,98,142394,35598.5,Pune,September,2022
571,Google,4,128,5.09,1141,,Android,3.3,81,92421,23105.25,Bhopal,October,2022
572,Samsung,16,512,5.13,448,3540,Android,4.6,366,163968,40992,Bangalore,July,2024
573,OnePlus,12,128,7.09,1469,5517,Android,4.9,219,321711,80427.75,Bangalore,November,2022
574,Apple,16,1024,5.29,1139,5860,Android,3.6,178,202742,50685.5,Lucknow,December,2024
575,Google,6,1024,5.11,356,3076,iOS,3.1,496,176576,44144,Hyderabad,August,2022
576,Samsung,16,128,6.09,934,3023,Android,3.7,151,141034,35258.5,Chennai,November,2023
577,Xiaomi,6,512,7.11,1184,4038,iOS,3,84,,24864,Thiruvananthapuram,November,2024
578,Samsung,16,128,5.66,1311,3675,Android,3.4,356,466716,116679,Hyderabad,May,2021
579,Xiaomi,4,1024,6.05,1289,5572,Android,4.5,248,319672,79918,Vijayawada,April,2023
580,OnePlus,4,1024,5.1,861,5394,iOS,4.9,350,301350,75337.5,Mumbai,January,2023
581,Apple,4,256,6.12,1243,3171,Android,3.2,126,156618,39154.5,Bhopal,July,2023
582,Samsung,4,256,6.44,232,4892,Android,4.1,418,96976,24244,Indore,December,2022
583,Huawei,4,64,6.43,757,5759,Android,3.5,370,280090,70022.5,Ahmedabad,April,2023
584,Google,4,1024,5.83,272,3488,Android,3.3,63,,,Delhi,November,2022
585,OnePlus,6,256,5.79,1024,4485,Android,3.4,398,407552,101888,Chandigarh,July,2021
586,Samsung,12,128,5.27,,5425,Android,4.2,180,244080,61020,Jaipur,September,2024
587,Google,16,512,5.92,1278,5419,Android,3.1,287,366786,91696.5,Lucknow,August,2020
588,Samsung,4,128,5.25,260,,iOS,3.9,329,85540,21385,Mumbai,July,2022
